epoch,step,test_inhibitors_classes_acc,test_inhibitors_classes_auc,test_inhibitors_classes_loss,test_inhibitors_classes_pr_auc,test_inhibitors_classes_precision,test_inhibitors_classes_recall,test_total_acc,test_total_auc,test_total_loss,test_total_pr_auc
0,0,0.3720207214355469,0.4921858310699463,0.736992359161377,0.5280570983886719,0.18601036071777344,0.5,0.3720207214355469,0.4921858310699463,0.736992359161377,0.5280570983886719
0,0,0.5,0.38062286376953125,0.7070034742355347,0.4649757444858551,0.25,0.5,0.5,0.38062286376953125,0.7070034742355347,0.4649757444858551
0,0,0.634854793548584,0.6054720282554626,0.6620410680770874,0.5940478444099426,0.7011243104934692,0.5114482045173645,0.634854793548584,0.6054720282554626,0.6620410680770874,0.5940478444099426
0,0,0.5,0.5813149213790894,0.692270815372467,0.6230028867721558,0.25,0.5,0.5,0.5813149213790894,0.692270815372467,0.6230028867721558
0,0,0.5943983197212219,0.6366467475891113,0.6837434768676758,0.6137975454330444,0.6010019779205322,0.6077694892883301,0.5943983197212219,0.6366467475891113,0.6837434768676758,0.6137975454330444
0,0,0.7058823704719543,0.7638888955116272,0.6572953462600708,0.7791643738746643,0.7083333730697632,0.7083333730697632,0.7058823704719543,0.7638888955116272,0.6572953462600708,0.7791643738746643
0,0,0.42427384853363037,0.6513087749481201,0.6967637538909912,0.6215629577636719,0.5766568779945374,0.5288634896278381,0.42427384853363037,0.6513087749481201,0.6967637538909912,0.6215629577636719
0,0,0.6060606241226196,0.7757352590560913,0.6824829578399658,0.7988947033882141,0.7833333015441895,0.59375,0.6060606241226196,0.7757352590560913,0.6824829578399658,0.7988947033882141
0,0,0.4066390097141266,0.6136858463287354,0.6966659426689148,0.5969957113265991,0.571851372718811,0.5187780261039734,0.4066390097141266,0.6136858463287354,0.6966659426689148,0.5969957113265991
0,0,0.5757575631141663,0.7242646813392639,0.6884932518005371,0.7128400206565857,0.6508620977401733,0.564338207244873,0.5757575631141663,0.7242646813392639,0.6884932518005371,0.7128400206565857
